0,1,2,3
10.00879215910492,11.452696334458938,14.069808300499213,14.071272433108126
10.385275954994105,10.515608058495484,14.758320176378321,15.409006023436659
10.413070426786291,10.826504714852849,14.237190009728112,14.256687269797899
9.956616905658644,10.64403604516724,14.014152951455072,13.596703032403475
9.81192953092822,10.252148967805546,13.935330436055104,13.453947083598742
9.833410269516579,9.935771017214062,14.1238511034978,14.025821532991149
9.49158364087457,9.250799260466506,14.32130820485635,14.077343949826998
8.966226780968293,9.88442349285877,14.12296563119648,13.392716610276256
8.723530004064516,8.82394152138534,13.743738370966243,13.553061926763917
8.604194981921484,9.831499677131006,13.470999011966297,12.974944690408552
8.796964179533312,9.52194976598727,13.57427027146822,12.65406149400237
8.861865193693413,11.738998821777844,13.18563460656169,12.690068202813555
8.944009494447775,10.84870128326719,13.152023114353948,12.859291364218151
8.883621912970584,7.91580789180103,12.671146988925194,12.046983991069517
8.614243596193994,9.647507711697754,13.343944271342563,12.289340917730087
8.649269058629452,9.634390908156934,13.036344640162165,12.374781839654206
8.371372645194896,7.9123098366087525,12.342222361897786,12.733129839852364
8.363070215577324,8.587101790957416,12.511879669524985,11.812276298329667
8.868185956631923,7.655226289820258,12.213045230640157,11.552453007045983
8.979752463515004,9.203069476539312,12.187805763119504,11.287973798331286
8.929712141064815,9.051259032848403,11.863840939225136,11.79305112604477
8.656913367707762,8.974719142112152,11.89550968520235,11.204874257868198
8.872223426996594,7.203059460373009,11.665316070272254,10.985326127377046
9.034329397331618,8.891054311993608,12.21844590534986,11.147629016786098
8.990239195006748,9.066777567078734,11.791918496602941,10.62405051696486
9.443250627477774,8.739122784814032,11.790750139621673,12.070877933605304
9.343259266953801,8.476082159008334,12.095906903705728,11.518360261797666
9.258951644862737,8.076520928316553,11.05912623540046,11.718592948737182
8.83383437710896,7.615512311670633,11.361650992631967,10.96653533234162
8.86979219021337,8.586674616710855,11.073478150457595,10.602677860537243
